"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHOSIS_000001","PUBLISHED","2010","EUR","","BIH","BTSX","76.2","76.18808","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BIH","BTSX","67.0","66.97844","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","BIH","BTSX","19.7","19.72854","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","BLR","MLE","64.5","64.54675","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BLR","MLE","57.9","57.90538","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","BLR","MLE","14.1","14.13965","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","BLR","MLE","10.8","10.79504","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BLR","FMLE","66.7","66.74391","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","BLR","FMLE","20.5","20.51221","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","BLR","FMLE","15.7","15.71103","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","BLR","FMLE","78.8","78.79088","","","","",""
"WHOSIS_000002","PUBLISHED","2010","EUR","","BLR","BTSX","62.3","62.25875","","","","",""
"WHOSIS_000015","PUBLISHED","2010","EUR","","BLR","BTSX","17.7","17.72123","","","","",""
"WHOSIS_000007","PUBLISHED","2010","EUR","","BLR","BTSX","13.6","13.55798","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","BLR","BTSX","73.8","73.81525","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","BLR","BTSX","65.1","65.06350","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","BLZ","MLE","20.6","20.55608","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","BLZ","MLE","16.1","16.14115","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","BLZ","MLE","71.1","71.13895","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","BLZ","MLE","63.3","63.33087","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","BLZ","FMLE","17.1","17.08835","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","BLZ","FMLE","77.3","77.29343","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","BLZ","FMLE","67.0","67.00202","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","BLZ","FMLE","22.8","22.75498","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","BLZ","BTSX","74.0","74.04993","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","BLZ","BTSX","65.1","65.06179","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","BLZ","BTSX","21.5","21.47434","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","BLZ","BTSX","16.7","16.69146","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","BOL","MLE","70.6","70.59274","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","BOL","MLE","62.7","62.71894","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","BOL","MLE","18.1","18.07467","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","BOL","MLE","14.0","14.01185","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","BOL","FMLE","62.7","62.74847","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","BOL","FMLE","18.9","18.90967","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","BOL","FMLE","14.3","14.25831","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","BOL","FMLE","73.1","73.13363","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","BOL","BTSX","18.5","18.50566","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","BOL","BTSX","14.1","14.13706","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","BOL","BTSX","72.1","72.13765","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BOL","BTSX","63.3","63.27023","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","BRA","MLE","19.7","19.65012","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","BRA","MLE","14.8","14.83293","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","BRA","MLE","72.4","72.44810","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BRA","MLE","63.4","63.44277","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AMR","","BRA","MLE","20.1","20.08655","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","BRA","FMLE","16.9","16.91934","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","BRA","FMLE","79.4","79.38875","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BRA","FMLE","67.4","67.36742","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AMR","","BRA","FMLE","23.5","23.50729","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","BRA","BTSX","75.9","75.90331","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BRA","BTSX","65.4","65.39831","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AMR","","BRA","BTSX","21.9","21.90207","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","BRA","BTSX","16.4","16.35106","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","BRB","MLE","74.3","74.32362","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BRB","MLE","66.2","66.24877","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AMR","","BRB","MLE","19.9","19.93827","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","BRB","MLE","15.7","15.68082","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","BRB","FMLE","76.7","76.71597","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","BRB","FMLE","67.7","67.67992","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AMR","","BRB","FMLE","21.8","21.79063","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","BRB","FMLE","16.9","16.92375","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","BRB","BTSX","74.5","74.49873","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AMR","","BRB","BTSX","20.9","20.92302","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","BRB","BTSX","16.3","16.34141","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","BRN","MLE","70.9","70.86080","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","BRN","MLE","63.1","63.11553","","","","",""
"WHOSIS_000007","PUBLISHED","2019","WPR","","BRN","MLE","14.3","14.32474","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","BRN","FMLE","73.7","73.68493","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","BRN","FMLE","64.8","64.75875","","","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","","BRN","FMLE","17.4","17.41208","","","","",""
"WHOSIS_000007","PUBLISHED","2019","WPR","","BRN","FMLE","14.7","14.67007","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","BRN","BTSX","72.2","72.20396","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","BRN","BTSX","63.9","63.89352","","","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","","BRN","BTSX","16.8","16.78324","","","","",""
"WHOSIS_000007","PUBLISHED","2000","WPR","","BRN","BTSX","12.6","12.61391","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","BTN","MLE","64.9","64.88332","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","BTN","MLE","57.2","57.19928","","","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","","BTN","MLE","17.7","17.71111","","","","",""
"WHOSIS_000007","PUBLISHED","2000","SEAR","","BTN","MLE","13.6","13.56152","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","BTN","FMLE","56.9","56.88231","","","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","","BTN","FMLE","18.2","18.22590","","","","",""
"WHOSIS_000007","PUBLISHED","2000","SEAR","","BTN","FMLE","13.4","13.41362","","","","",""
"WHOSIS_000001","PUBLISHED","2010","SEAR","","BTN","FMLE","72.3","72.34988","","","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","","BTN","BTSX","57.1","57.05869","","","","",""
"WHOSIS_000015","PUBLISHED","2000","SEAR","","BTN","BTSX","17.9","17.94748","","","","",""
"WHOSIS_000007","PUBLISHED","2000","SEAR","","BTN","BTSX","13.5","13.49435","","","","",""
"WHOSIS_000001","PUBLISHED","2010","SEAR","","BTN","BTSX","71.0","71.00534","","","","",""
"WHOSIS_000002","PUBLISHED","2010","SEAR","","BTN","BTSX","61.7","61.66983","","","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","","BWA","MLE","10.4","10.39295","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","BWA","MLE","7.6","7.57875","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","BWA","MLE","55.1","55.14339","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","BWA","MLE","48.7","48.74619","","","","",""
"WHOSIS_000007","PUBLISHED","2000","AFR","","BWA","FMLE","11.6","11.58554","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","BWA","FMLE","61.4","61.35551","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","BWA","FMLE","52.5","52.54768","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","BWA","FMLE","17.3","17.31952","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","BWA","BTSX","58.1","58.13730","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","BWA","BTSX","50.6","50.55534","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","BWA","BTSX","15.3","15.26207","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","BWA","BTSX","11.2","11.17522","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","CAF","MLE","46.7","46.69299","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","CAF","MLE","41.4","41.41378","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","CAF","MLE","10.7","10.72568","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","CAF","MLE","8.2","8.18126","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","CAF","MLE","48.2","48.18750","","","","",""
"WHOSIS_000002","PUBLISHED","2010","AFR","","CAF","FMLE","43.6","43.56390","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","CAF","FMLE","14.2","14.20045","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","CAF","FMLE","10.6","10.63810","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","CAF","FMLE","53.0","53.03206","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AFR","","CAF","BTSX","12.5","12.51403","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AFR","","CAF","BTSX","9.4","9.44844","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","CAF","BTSX","50.5","50.53056","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AFR","","CAF","BTSX","44.2","44.15527","","","","",""
"WHOSIS_000015","PUBLISHED","2010","AMR","","CAN","MLE","22.8","22.83945","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","CAN","MLE","17.6","17.62270","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","CAN","MLE","79.9","79.87740","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","CAN","MLE","70.4","70.41322","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","CAN","MLE","23.3","23.34338","","","","",""
"WHOSIS_000007","PUBLISHED","2010","AMR","","CAN","FMLE","19.4","19.39410","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","CAN","FMLE","83.6","83.58485","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","CAN","FMLE","71.8","71.84573","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","CAN","FMLE","26.0","25.98486","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","CAN","BTSX","81.8","81.75909","","","","",""
"WHOSIS_000002","PUBLISHED","2015","AMR","","CAN","BTSX","71.1","71.14542","","","","",""
"WHOSIS_000015","PUBLISHED","2015","AMR","","CAN","BTSX","24.7","24.72397","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","CAN","BTSX","18.8","18.83421","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","CHE","MLE","71.2","71.15417","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","CHE","MLE","23.3","23.29617","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","CHE","MLE","18.2","18.16262","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","CHE","MLE","81.8","81.75073","","","","",""
"WHOSIS_000002","PUBLISHED","2015","EUR","","CHE","FMLE","72.3","72.28492","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","CHE","FMLE","26.2","26.22992","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","CHE","FMLE","19.9","19.85353","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","CHE","FMLE","85.1","85.07654","","","","",""
"WHOSIS_000015","PUBLISHED","2015","EUR","","CHE","BTSX","24.8","24.84090","","","","",""
"WHOSIS_000007","PUBLISHED","2015","EUR","","CHE","BTSX","19.0","19.04562","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","CHE","BTSX","83.4","83.44616","","","","",""
"WHOSIS_000002","PUBLISHED","2019","EUR","","CHE","BTSX","72.5","72.52425","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","CHL","MLE","16.8","16.76218","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","CHL","MLE","78.1","78.08552","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","CHL","MLE","69.0","68.95907","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AMR","","CHL","MLE","22.4","22.41061","","","","",""
"WHOSIS_000007","PUBLISHED","2015","AMR","","CHL","FMLE","19.0","18.97903","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","CHL","FMLE","83.2","83.24642","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","CHL","FMLE","71.1","71.05480","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AMR","","CHL","FMLE","25.9","25.87613","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","CHL","FMLE","19.3","19.26060","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","CHL","BTSX","80.7","80.73621","","","","",""
"WHOSIS_000002","PUBLISHED","2019","AMR","","CHL","BTSX","70.0","70.04939","","","","",""
"WHOSIS_000015","PUBLISHED","2019","AMR","","CHL","BTSX","24.3","24.27432","","","","",""
"WHOSIS_000007","PUBLISHED","2019","AMR","","CHL","BTSX","18.4","18.36527","","","","",""
"WHOSIS_000002","PUBLISHED","2019","WPR","","CHN","MLE","67.2","67.20944","","","","",""
"WHOSIS_000015","PUBLISHED","2019","WPR","","CHN","MLE","19.2","19.18922","","","","",""
"WHOSIS_000007","PUBLISHED","2019","WPR","","CHN","MLE","15.0","14.98812","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","CHN","FMLE","74.2","74.15446","","","","",""
"WHOSIS_000015","PUBLISHED","2019","WPR","","CHN","FMLE","23.1","23.07986","","","","",""
"WHOSIS_000007","PUBLISHED","2019","WPR","","CHN","FMLE","16.9","16.93112","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","CHN","BTSX","71.6","71.58401","","","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","","CHN","BTSX","63.7","63.70847","","","","",""
